word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
saw,she,23.36%,i,17.76%,never,11.21%
perry,mr,48.65%,mrs,14.86%,for,5.41%
bates,miss,81.75%,mrs,16.67%,jane,0.79%
morning,this,25.0%,the,13.89%,one,11.11%
letter,a,23.58%,the,19.81%,this,10.38%
heard,have,29.17%,she,11.67%,had,6.67%
course,of,63.93%,the,16.39%,common,8.2%
sense,good,21.82%,common,9.09%,of,9.09%
ill,very,9.86%,of,8.45%,so,4.23%
taken,had,24.56%,have,8.77%,be,5.26%
perhaps,but,6.38%,and,4.26%,yet,3.19%
room,the,36.75%,drawing,12.82%,dining,5.13%
set,to,12.9%,had,6.45%,own,4.84%
lady,young,31.82%,the,16.67%,old,10.61%
under,been,6.35%,be,4.76%,being,3.17%
degree,a,30.36%,the,14.29%,any,7.14%
possible,as,34.94%,it,19.28%,if,7.23%
looking,was,9.09%,and,7.58%,of,6.06%
smith,miss,65.38%,harriet,34.62%
harriet,and,8.31%,of,6.11%,to,5.13%
person,the,17.46%,very,11.11%,her,7.94%
superior,the,15.52%,very,15.52%,infinitely,8.62%
martin,mr,48.61%,robert,37.5%,mrs,8.33%
bad,very,35.0%,a,30.0%,so,5.0%
talking,be,11.32%,was,11.32%,and,9.43%
ready,was,16.92%,very,7.69%,quite,7.69%
feelings,his,11.34%,the,8.25%,her,7.22%
thinking,in,6.67%,was,6.67%,not,6.67%
does,he,16.39%,she,15.57%,it,12.3%
yes,oh,21.19%,you,4.24%,say,2.54%
ought,she,17.2%,it,16.13%,he,15.05%
minutes,few,37.74%,five,20.75%,ten,15.09%
towards,turned,4.55%,coming,3.03%,will,3.03%
side,his,19.35%,her,19.35%,my,11.29%
hand,her,25.0%,at,17.31%,the,7.69%
moment,a,28.18%,this,20.0%,the,14.55%
answer,to,9.84%,the,8.2%,no,6.56%
point,the,27.45%,a,27.45%,that,11.76%
john,mr,34.09%,mrs,15.91%,and,5.68%
state,a,31.48%,the,9.26%,this,9.26%
assure,i,79.66%,to,10.17%,do,3.39%
least,at,64.71%,the,34.12%,appear,1.18%
down,sat,17.14%,sit,12.86%,sitting,8.57%
party,the,34.41%,a,6.45%,whole,6.45%
extremely,was,15.15%,so,10.61%,are,7.58%
