word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
ever,since,7.25%,have,4.66%,and,3.11%
when,he,12.47%,she,11.08%,i,9.97%
obliged,to,86.84%,in,2.63%,and,2.63%
able,to,93.06%,of,1.39%,without,1.39%
suppose,that,7.41%,there,7.41%,they,4.94%
feel,that,23.16%,it,10.53%,a,6.32%
done,for,5.63%,in,4.93%,and,4.23%
thing,to,7.3%,in,6.05%,that,5.54%
deal,of,42.86%,more,7.69%,to,6.59%
if,you,18.14%,he,14.77%,i,11.6%
say,that,14.89%,no,4.53%,you,3.88%
exactly,the,24.14%,so,12.07%,what,10.34%
said,he,14.67%,she,13.02%,emma,12.6%
poor,miss,11.54%,harriet,10.77%,mr,8.46%
again,and,19.35%,to,6.45%,she,4.15%
is,not,10.08%,a,9.59%,the,5.04%
cannot,be,13.38%,imagine,5.63%,you,4.23%
you,are,7.35%,know,5.78%,will,5.27%
know,what,10.84%,that,9.34%,how,7.83%
good,deal,5.92%,will,3.66%,sense,3.38%
wife,and,7.58%,for,7.58%,he,7.58%
us,all,6.9%,i,3.45%,a,3.45%
my,dear,20.22%,word,4.16%,mother,3.74%
might,be,32.52%,have,15.95%,not,9.51%
where,the,9.41%,is,7.06%,he,7.06%
three,months,13.89%,and,9.72%,times,6.94%
dear,emma,12.97%,miss,10.46%,jane,6.28%
often,as,4.4%,and,3.3%,have,3.3%
we,shall,11.17%,have,9.46%,are,8.88%
shall,be,14.81%,not,11.57%,have,6.48%
see,him,12.27%,her,10.45%,you,7.27%
coming,to,14.77%,in,6.82%,back,5.68%
go,to,13.64%,and,12.12%,on,7.58%
am,sure,26.39%,not,7.75%,very,7.02%
get,away,7.46%,into,5.97%,the,5.97%
walk,with,7.14%,in,5.36%,to,5.36%
far,as,33.33%,from,24.64%,off,8.7%
nobody,could,11.11%,else,11.11%,but,5.56%
your,own,6.37%,friend,3.88%,friends,2.49%
carriage,and,7.25%,was,5.8%,with,4.35%
sure,i,12.81%,you,9.85%,of,8.37%
will,be,28.07%,not,13.86%,soon,3.16%
like,to,11.22%,it,8.67%,a,8.67%
put,off,17.19%,it,17.19%,an,7.81%
are,not,7.71%,you,5.95%,very,5.95%
while,she,12.12%,he,12.12%,the,7.58%
our,lives,4.17%,good,4.17%,little,3.12%
into,the,30.25%,a,12.96%,my,4.32%
talked,of,31.82%,to,13.64%,a,7.58%
may,be,33.33%,not,8.22%,have,8.22%
because,she,20.75%,i,15.09%,it,13.21%
doubt,of,36.73%,that,10.2%,whether,5.1%
whether,she,17.19%,it,14.06%,he,12.5%
take,care,15.13%,the,13.45%,place,6.72%
else,and,11.69%,i,9.09%,but,6.49%
upon,my,21.52%,the,14.56%,it,12.03%
account,of,22.03%,i,10.17%,she,6.78%
make,the,11.26%,her,9.93%,it,9.27%
pretty,well,13.24%,and,7.35%,young,5.88%
opinion,of,38.03%,and,7.04%,in,5.63%
me,i,9.63%,to,8.41%,and,3.68%
do,not,37.07%,you,11.67%,it,2.68%
manner,of,14.86%,and,8.11%,in,8.11%
right,to,15.22%,and,9.78%,i,6.52%
comfort,of,15.38%,to,12.31%,and,9.23%
about,it,16.8%,the,13.93%,her,6.56%
tell,you,39.47%,me,21.05%,her,6.58%
immediately,and,7.14%,afterwards,5.71%,in,4.29%
walked,about,15.38%,on,11.54%,in,9.62%
directly,to,11.76%,i,9.8%,and,7.84%
come,to,15.7%,in,12.79%,and,9.3%
out,of,32.23%,and,6.16%,in,4.74%
afraid,of,33.85%,you,10.77%,i,6.15%
sir,i,12.12%,you,7.58%,cried,6.06%
back,to,14.93%,again,13.43%,and,5.97%
found,it,13.04%,her,13.04%,herself,7.61%
cold,and,12.96%,so,7.41%,but,5.56%
look,at,14.88%,and,9.09%,of,6.61%
quite,a,7.8%,as,4.61%,the,4.61%
wanted,to,37.33%,and,4.0%,only,2.67%
sort,of,75.68%,and,4.5%,which,2.7%
feeling,the,7.14%,that,7.14%,it,7.14%
hope,you,11.89%,of,8.39%,i,7.69%
cried,emma,33.33%,mr,16.05%,harriet,9.88%
business,was,9.26%,to,9.26%,of,7.41%
better,than,13.95%,for,4.65%,of,4.07%
those,who,28.42%,she,5.26%,two,4.21%
certainly,have,9.0%,i,5.0%,be,5.0%
believe,it,13.73%,i,12.75%,that,8.82%
idea,of,52.0%,that,9.0%,and,5.0%
oh,no,19.69%,yes,12.95%,miss,7.25%
myself,i,14.56%,but,7.77%,to,7.77%
another,and,4.42%,woman,3.54%,carriage,3.54%
told,me,24.36%,her,20.51%,you,17.95%
knew,that,10.23%,it,9.09%,her,6.82%
has,been,22.09%,not,10.44%,a,4.82%
let,me,30.34%,us,16.85%,it,8.99%
hear,the,12.12%,it,10.1%,of,7.07%
seen,him,9.59%,her,9.59%,a,6.85%
sorry,to,47.54%,but,8.2%,for,8.2%
should,be,22.22%,not,16.53%,have,14.36%
therefore,she,9.68%,i,9.68%,that,3.23%
marry,i,11.11%,him,7.94%,again,4.76%
replied,emma,20.25%,i,10.13%,mr,8.86%
perfectly,satisfied,10.45%,right,5.97%,convinced,5.97%
either,of,17.19%,in,10.94%,to,7.81%
friends,and,12.35%,who,7.41%,are,4.94%
others,in,10.0%,were,6.67%,the,5.0%
subject,of,10.31%,as,5.15%,was,5.15%
since,the,14.06%,i,10.94%,she,9.38%
began,to,35.94%,with,9.38%,and,6.25%
leave,her,12.28%,to,8.77%,the,8.77%
making,a,14.04%,her,10.53%,the,5.26%
understand,the,17.91%,what,10.45%,you,10.45%
mean,to,29.82%,that,12.28%,by,5.26%
young,man,41.58%,woman,12.11%,lady,11.05%
