word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
letter,the,23.11%,a,22.17%,this,9.43%
heard,have,23.5%,had,11.0%,she,11.0%
course,of,62.62%,the,22.43%,common,4.67%
ill,very,11.11%,think,5.56%,of,5.56%
perhaps,but,9.7%,and,6.67%,though,2.42%
room,the,42.75%,drawing,12.21%,dining,5.34%
ladies,young,35.59%,the,34.75%,two,6.78%
lady,young,14.98%,the,8.1%,of,6.88%
possible,as,38.41%,it,16.67%,if,6.52%
gave,he,8.74%,she,6.8%,and,5.83%
harriet,and,8.27%,of,6.08%,to,5.11%
person,the,19.09%,a,16.36%,other,8.18%
feelings,her,13.87%,the,10.4%,his,9.25%
does,he,16.67%,it,13.54%,she,13.54%
yes,oh,17.51%,you,3.39%,it,2.26%
ought,i,17.04%,it,15.56%,she,12.59%
elizabeth,and,10.36%,said,7.25%,to,6.74%
towards,walked,5.26%,turned,4.51%,feeling,3.01%
seeing,of,32.73%,in,13.64%,on,10.91%
side,his,16.96%,her,16.07%,one,9.82%
moment,a,32.95%,this,16.76%,the,13.87%
added,she,28.57%,he,11.43%,be,3.81%
answer,no,16.8%,to,8.8%,her,7.2%
least,at,64.0%,the,32.0%,was,2.0%
down,sat,21.83%,sit,11.27%,sitting,6.34%
party,the,32.88%,whole,13.7%,a,4.79%
catherine,lady,90.09%,and,1.8%,to,1.8%
colonel,to,9.8%,that,7.84%,from,5.88%
bennet,mrs,48.43%,mr,27.53%,miss,20.91%
darcy,mr,65.57%,miss,9.29%,said,2.46%
collins,mr,82.69%,mrs,16.67%,william,0.64%
