word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
water,and,10.91%,a,9.09%,of,9.09%
cut,to,22.12%,the,5.77%,hair,3.85%
white,a,22.03%,the,13.56%,and,8.47%
hard,a,27.59%,of,5.17%,is,3.45%
half,a,10.69%,and,10.69%,of,4.58%
french,the,56.6%,and,5.66%,a,5.66%
even,and,10.71%,or,7.14%,be,7.14%
irish,the,25.0%,an,17.86%,of,10.71%
phrase,the,36.61%,a,10.93%,this,4.92%
manner,the,16.67%,similar,7.58%,a,6.06%
away,run,28.75%,go,10.0%,get,6.25%
pay,to,50.67%,and,5.33%,or,4.0%
beat,to,67.31%,or,7.69%,dead,7.69%
thus,and,7.69%,is,6.15%,syllable,3.08%
p,i,5.74%,ii,4.1%,on,3.28%
look,to,36.54%,the,11.54%,and,7.69%
off,be,14.37%,leave,5.62%,show,3.75%
hand,the,25.97%,in,5.19%,second,5.19%
her,of,14.81%,to,12.96%,set,3.7%
where,shop,7.69%,place,3.85%,house,3.85%
turn,to,19.67%,in,9.84%,a,6.56%
run,to,46.67%,or,6.67%,a,5.56%
corruption,a,48.51%,vulgar,1.98%,word,1.98%
sporting,the,27.59%,among,17.24%,in,12.07%
boys,by,9.8%,the,9.8%,street,7.84%
dead,a,21.57%,the,9.8%,as,5.88%
changed,have,4.17%,you,4.17%,rations,1.39%
shop,a,14.86%,the,10.81%,dolly,8.11%
blow,a,42.62%,hard,6.56%,to,6.56%
game,the,36.89%,a,17.48%,this,4.85%
