word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
time,the,18.35%,that,10.49%,this,9.36%
friend,his,15.79%,my,14.47%,dear,10.53%
love,my,21.82%,the,18.18%,i,10.91%
always,were,9.62%,was,6.73%,he,6.73%
together,down,7.81%,close,6.25%,hands,4.69%
found,be,13.33%,he,13.33%,and,10.0%
think,i,37.29%,to,14.41%,you,12.71%
hair,golden,20.63%,his,12.7%,white,9.52%
seemed,it,17.24%,they,8.62%,he,5.17%
against,leaned,3.9%,head,3.9%,precaution,2.6%
corner,the,27.12%,a,20.34%,street,8.47%
home,at,16.95%,a,8.47%,and,5.08%
strong,a,21.54%,the,18.46%,so,9.23%
known,have,21.05%,had,14.04%,well,8.77%
knew,he,32.53%,i,22.89%,who,7.23%
seen,have,25.66%,had,18.58%,be,12.39%
how,know,5.84%,and,5.19%,me,5.19%
tell,to,19.57%,i,18.48%,you,7.61%
question,the,35.29%,in,13.73%,a,7.84%
gone,had,18.84%,was,17.39%,were,7.25%
red,a,17.86%,the,10.71%,was,5.36%
bed,to,25.0%,the,23.08%,his,7.69%
sat,he,20.0%,and,10.0%,she,6.67%
young,the,24.41%,a,14.96%,fair,4.72%
here,you,3.87%,come,3.31%,from,3.31%
ask,i,25.42%,to,13.56%,you,8.47%
speak,to,32.2%,i,18.64%,you,10.17%
street,the,44.12%,fleet,17.65%,little,4.41%
miss,said,18.88%,and,6.44%,that,3.0%
manner,the,13.19%,his,8.79%,of,3.3%
child,her,15.91%,the,14.77%,a,11.36%
held,and,19.61%,he,15.69%,had,5.88%
word,a,39.71%,the,14.71%,for,2.94%
poor,the,17.24%,my,11.49%,a,10.34%
father,her,39.38%,my,20.0%,your,7.5%
towards,turned,17.74%,hand,8.06%,looked,4.84%
better,the,15.56%,had,8.89%,no,6.67%
doctor,the,42.71%,of,4.17%,citizen,3.65%
monsieur,of,13.91%,said,8.7%,and,4.35%
prison,the,52.63%,in,9.21%,a,7.89%
wife,his,40.0%,my,14.74%,the,8.42%
daughter,his,40.98%,a,13.11%,and,8.2%
new,the,23.08%,a,17.31%,no,5.77%
low,a,41.51%,the,9.43%,so,5.66%
prisoner,the,75.65%,a,6.09%,this,2.61%
woman,a,17.39%,the,13.04%,strong,4.35%
women,the,24.56%,and,21.05%,of,8.77%
saint,of,32.14%,in,12.5%,the,7.14%
streets,the,57.89%,his,3.95%,narrow,2.63%
madame,said,18.32%,returned,4.71%,of,3.66%
husband,her,43.75%,my,27.5%,your,10.0%
struck,it,9.62%,and,7.69%,clock,5.77%
breast,his,41.18%,the,17.65%,her,15.69%
carriage,the,66.67%,his,9.8%,a,5.88%
cruncher,mr,83.64%,mrs,10.0%,jerry,2.73%
morning,the,41.51%,march,5.66%,from,5.66%
hour,an,39.66%,the,17.24%,every,5.17%
citizen,the,11.48%,you,8.2%,good,6.56%
spy,the,73.33%,a,10.0%,no,3.33%
carton,sydney,23.81%,mr,18.37%,said,14.97%
sydney,said,16.44%,returned,4.11%,you,4.11%
pross,miss,96.0%,good,1.33%,my,0.67%
stone,the,27.45%,a,11.76%,and,9.8%
marquis,the,88.61%,last,2.53%,a,1.27%
village,the,74.51%,little,7.84%,a,3.92%
