word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
best,of,6.32%,to,5.88%,and,3.27%
gave,me,15.54%,it,10.36%,him,9.96%
gift,of,17.19%,the,7.81%,that,6.25%
seal,and,8.45%,of,8.45%,it,8.45%
meant,to,29.09%,indeed,3.64%,but,3.64%
brave,man,3.11%,and,3.11%,fellow,2.48%
behold,the,17.92%,this,4.62%,his,4.62%
past,the,9.62%,and,7.69%,all,5.77%
white,and,13.45%,as,6.43%,rose,5.85%
heat,of,20.0%,and,8.0%,nor,2.67%
green,and,11.97%,sickness,3.42%,when,3.42%
borne,in,7.95%,to,6.82%,by,5.68%
beard,and,9.2%,is,4.6%,was,4.6%
question,of,8.61%,with,5.3%,you,3.97%
among,the,30.53%,my,6.32%,you,6.32%
go,to,13.75%,with,8.61%,and,3.6%
since,i,16.98%,you,7.55%,the,6.5%
themselves,in,7.56%,to,6.98%,and,6.98%
grow,to,9.03%,and,4.86%,in,4.17%
can,be,5.44%,you,5.21%,do,4.6%
save,you,12.61%,the,9.57%,your,9.13%
takes,his,10.0%,it,6.67%,the,6.67%
your,grace,3.42%,highness,2.22%,own,1.86%
longer,than,11.5%,stay,6.19%,i,4.42%
yours,and,10.66%,for,3.69%,is,3.69%
here,comes,7.37%,is,6.9%,in,4.93%
against,the,25.04%,my,10.47%,your,5.89%
coming,to,7.95%,from,7.28%,hither,6.62%
prepare,to,19.4%,for,10.45%,the,7.46%
other,day,2.47%,and,2.18%,men,2.18%
hold,it,5.57%,your,5.36%,my,4.74%
find,it,8.05%,him,8.05%,the,6.93%
again,and,11.0%,to,6.33%,i,4.54%
after,the,7.36%,him,6.21%,a,3.68%
issue,of,31.43%,out,4.76%,will,2.86%
house,enter,17.21%,and,8.85%,of,7.54%
fall,to,8.41%,in,6.85%,of,5.92%
honour,and,8.77%,of,5.23%,to,4.0%
rage,and,15.27%,of,4.58%,with,4.58%
none,but,16.6%,of,16.6%,so,3.64%
dear,friend,4.78%,lord,4.78%,love,3.87%
know,not,13.0%,the,7.08%,you,6.91%
had,been,8.22%,not,6.2%,a,6.13%
father,and,8.9%,to,4.02%,is,3.05%
son,of,9.38%,and,9.08%,to,6.2%
stars,and,7.41%,in,6.17%,that,6.17%
pluck,the,12.84%,a,11.01%,down,6.42%
methinks,i,25.5%,you,7.38%,it,6.04%
have,a,4.95%,you,4.81%,i,4.47%
good,lord,5.42%,my,4.31%,morrow,4.1%
evil,that,9.52%,and,4.76%,he,3.17%
quality,of,21.43%,and,10.71%,but,5.36%
fortune,and,9.04%,of,4.22%,is,3.01%
brief,the,7.53%,i,7.53%,and,6.45%
thunder,and,13.7%,in,5.48%,from,4.11%
rain,and,11.76%,it,7.35%,that,2.94%
wind,and,13.17%,that,4.88%,of,4.39%
princes,and,11.57%,all,4.96%,for,4.13%
oft,have,12.67%,the,6.0%,as,5.33%
heaven,and,11.51%,i,5.75%,to,2.49%
knowledge,of,18.52%,and,8.64%,that,3.7%
constant,in,9.62%,to,7.69%,heart,3.85%
them,and,5.1%,to,4.86%,all,4.01%
read,it,16.83%,the,12.02%,and,5.77%
such,a,31.88%,as,6.16%,an,2.65%
truth,and,11.45%,of,7.83%,i,4.82%
together,and,10.89%,with,8.56%,in,5.06%
thrive,i,14.29%,and,8.93%,if,5.36%
wouldst,thou,42.03%,have,10.14%,not,7.25%
doom,of,15.69%,and,5.88%,which,5.88%
thing,to,7.34%,i,7.07%,that,5.71%
grows,to,9.76%,old,4.88%,with,3.66%
holds,his,16.85%,in,8.99%,her,7.87%
little,of,2.35%,for,1.96%,while,1.96%
nought,but,30.19%,to,5.66%,in,3.77%
shows,of,7.83%,me,6.09%,a,5.22%
secret,and,8.33%,as,4.17%,from,2.78%
perceive,the,9.18%,how,9.18%,that,8.16%
men,of,6.9%,and,5.57%,are,4.57%
even,now,10.49%,so,10.17%,in,9.38%
wear,it,11.94%,a,9.95%,the,9.45%
state,of,11.18%,and,10.25%,in,4.66%
stay,and,5.65%,for,4.71%,the,4.71%
rich,and,8.94%,in,8.38%,a,2.79%
before,the,19.79%,i,6.1%,him,5.52%
wherefore,should,9.23%,do,6.92%,i,3.85%
bloody,and,3.54%,deed,3.54%,hand,1.77%
tyrant,to,5.45%,but,3.64%,from,3.64%
means,to,23.86%,this,6.82%,and,4.92%
blessed,are,4.65%,be,4.65%,sun,4.65%
stand,up,5.86%,in,5.33%,and,4.09%
top,of,29.03%,the,9.68%,and,8.06%
virtuous,and,10.31%,gentlewoman,3.09%,to,3.09%
wish,you,7.5%,i,5.42%,it,5.0%
painted,cloth,6.45%,with,4.84%,and,4.84%
counterfeit,to,7.84%,of,5.88%,there,3.92%
neither,but,6.67%,in,4.1%,my,3.59%
outward,parts,5.17%,part,3.45%,walls,3.45%
keeps,his,16.46%,the,11.39%,you,5.06%
drawn,and,8.24%,in,7.06%,from,4.71%
believe,me,23.08%,it,13.68%,that,6.41%
come,to,13.71%,come,4.77%,hither,4.25%
