word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
knew,she,16.36%,he,16.36%,mother,10.91%
soon,as,23.08%,will,16.03%,and,10.26%
wanted,and,30.91%,he,25.45%,she,12.73%
enough,wretch,11.54%,big,7.69%,lucky,5.77%
something,have,11.94%,me,10.45%,you,7.46%
make,to,38.46%,and,7.69%,you,6.41%
just,was,12.36%,had,7.87%,said,5.62%
oh,said,13.46%,hans,7.69%,cried,3.85%
woman,old,56.25%,the,31.25%,a,3.12%
quite,was,23.6%,am,5.62%,became,3.37%
through,passed,5.13%,break,3.85%,on,3.85%
round,and,9.41%,looked,8.24%,look,5.88%
herself,to,19.78%,sat,5.49%,by,4.4%
dear,said,14.04%,his,8.77%,my,8.77%
open,said,8.93%,cut,8.93%,sprang,7.14%
fire,the,58.57%,a,14.29%,his,11.43%
cook,the,67.74%,old,9.68%,and,9.68%
child,the,30.77%,little,8.97%,a,8.97%
answered,he,12.61%,she,7.21%,no,6.31%
children,the,33.77%,two,12.99%,poor,7.79%
dead,was,15.52%,down,13.79%,the,10.34%
boy,the,69.84%,little,7.94%,a,4.76%
bed,the,28.77%,to,20.55%,his,8.22%
dwarf,the,66.67%,little,15.0%,black,6.67%
forest,the,84.52%,a,5.95%,dark,4.76%
until,rest,6.67%,it,6.67%,wait,5.0%
bride,the,29.09%,false,9.09%,his,9.09%
