word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
took,the,20.0%,a,13.85%,it,12.31%
think,of,17.97%,it,14.06%,i,11.33%
see,the,9.32%,it,8.07%,you,7.45%
say,it,10.14%,i,5.8%,that,5.8%
stay,here,23.33%,at,10.0%,home,8.33%
things,and,10.37%,to,8.89%,that,4.44%
really,think,6.36%,want,3.64%,truly,2.73%
believe,in,18.52%,it,16.67%,that,11.11%
still,i,13.21%,and,5.66%,to,5.66%
again,and,11.27%,i,7.04%,in,5.63%
many,things,15.38%,of,7.69%,a,6.15%
while,i,12.96%,the,11.11%,to,7.41%
room,and,13.79%,with,9.2%,at,4.6%
should,have,19.48%,be,18.18%,think,10.39%
come,to,18.11%,in,9.45%,over,7.09%
hand,to,11.11%,and,11.11%,on,11.11%
better,than,19.18%,go,5.48%,now,4.11%
than,ever,10.0%,the,6.92%,i,6.92%
eyes,and,14.81%,were,4.44%,but,4.44%
face,and,15.73%,in,6.74%,downward,5.62%
our,own,10.77%,lives,3.08%,class,3.08%
mr,barry,21.43%,allan,21.43%,bell,14.29%
glad,to,16.67%,i,11.67%,you,10.0%
lovely,to,6.45%,place,4.84%,of,4.84%
imagine,that,15.15%,it,10.61%,things,9.09%
way,of,16.47%,to,10.59%,you,8.24%
keep,her,14.93%,me,7.46%,your,7.46%
nice,to,20.63%,and,9.52%,if,6.35%
love,to,14.49%,you,14.49%,it,5.8%
want,to,57.14%,me,11.9%,you,7.14%
shall,i,13.11%,never,13.11%,have,9.84%
rather,be,7.84%,than,5.88%,have,3.92%
most,of,24.14%,respectable,3.45%,beautiful,1.72%
girls,and,7.07%,in,7.07%,had,6.06%
told,me,25.96%,her,15.38%,you,9.62%
let,me,37.63%,her,11.83%,you,8.6%
hands,and,25.0%,clasped,5.36%,you,3.57%
barry,was,6.96%,and,4.35%,is,2.61%
jane,and,27.14%,who,4.29%,to,2.86%
every,day,13.7%,time,6.85%,other,6.85%
bed,and,18.33%,anne,6.67%,that,6.67%
miss,barry,59.32%,harris,10.17%,josephine,8.47%
gilbert,had,14.04%,was,8.77%,and,5.26%
josie,pye,56.92%,says,4.62%,said,4.62%
allan,and,11.11%,says,9.72%,is,5.56%
